Publication_Hardcover,Publication_Paperback,Publication_other,Title,Author,Edition,Reviews,Ratings,Synopsis,Genre,BookCategory,Price,Age_of_book
0,1,0,2,5,428,5.0,3,2,23,744,624.0,5
0,1,0,1,1,57,4.0,3,1,517,702,450.0,4
0,1,0,3,34,446,3.9,12,2,1183,878,243.0,26
0,1,0,1,4,446,4.5,205,1,517,702,182.0,13
0,1,0,2,48,442,3.8,6,2,234,670,355.0,17
0,1,0,1,1,493,5.0,2,1,66,744,1075.0,6
0,1,0,1,1,431,4.0,10,1,335,878,387.0,3
0,1,0,3,3,428,5.0,1,3,1183,702,309.0,12
1,0,0,1,1,67,4.3,8,1,1183,1036,147.0,4
0,1,0,1,1,478,4.4,15,1,94,878,302.0,13
0,1,0,1,1,428,3.7,4,1,88,648,2450.0,4
0,1,0,1,36,431,4.2,4,1,120,670,674.25,7
0,1,0,2,2,478,1.0,1,2,34,1036,319.0,3
0,1,0,1,1,446,5.0,3,1,48,402,295.0,5
0,1,0,1,1,559,5.0,1,1,19,614,524.0,5
0,1,0,1,3,559,4.1,85,1,119,670,287.0,14
0,1,0,1,6,366,4.4,6,1,517,702,1197.0,7
0,1,0,1,26,435,4.5,4,1,325,878,318.0,10
0,1,0,1,3,366,4.3,68,1,1183,1036,231.0,4
0,1,0,1,1,431,5.0,1,1,25,402,749.0,6
0,1,0,1,3,435,5.0,1,1,3,733,310.0,4
1,0,0,1,1,59,4.9,10,1,1,402,752.36,5
0,1,0,2,2,385,4.0,1,2,1183,702,335.0,3
0,1,0,1,65,380,4.3,7,1,71,733,113.0,9
0,1,0,1,5,428,3.9,9,1,244,744,451.0,9
0,1,0,1,6,478,4.4,960,1,335,878,146.0,5
0,1,0,1,1,334,4.3,6,1,80,733,109.0,22
0,1,0,1,1,385,4.1,71,1,98,733,39.0,6
0,1,0,1,1,428,4.8,5,1,39,648,295.0,15
0,1,0,2,4,385,4.1,37,2,1183,1036,319.0,3
0,1,0,2,2,380,4.7,167,2,463,732,277.0,12
0,1,0,2,1,559,4.5,14,1,335,878,146.0,4
1,0,0,2,2,91,5.0,8,2,1183,1036,514.4,8
0,1,0,1,1,446,4.1,11,1,1183,1036,378.0,7
0,1,0,1,1,428,3.6,2,1,11,744,214.0,12
0,1,0,1,1,486,2.5,2,1,5,402,639.0,24
0,1,0,1,1,559,5.0,3,1,98,733,279.0,14
0,1,0,1,1,478,4.4,58,1,517,702,245.0,6
0,1,0,1,1,486,4.2,32,1,463,732,289.0,8
0,1,0,1,4,334,4.1,11,1,1,744,413.0,11
1,0,0,1,2,59,3.5,9,1,82,402,450.0,4
0,1,0,2,40,478,4.7,27,2,244,744,399.0,9
0,1,0,1,1,380,4.3,5,1,24,732,1098.0,6
0,1,0,2,2,442,4.3,19,2,145,732,354.0,11
0,1,0,1,10,493,5.0,1,1,244,744,414.0,7
0,1,0,1,2,334,4.1,12,1,47,648,1700.0,7
1,0,0,1,2,91,4.1,20,1,4,402,473.0,4
1,0,0,2,2,7,4.7,50,2,19,744,391.23,4
0,1,0,1,1,366,5.0,1,1,9,702,705.41,10
0,0,1,1,15,18,4.8,7,1,1183,1036,425.0,18
0,1,0,2,3,493,5.0,1,2,234,744,664.0,9
0,1,0,1,1,51,4.0,3,1,92,670,224.25,4
0,1,0,2,20,334,4.6,33,2,1183,878,311.0,13
0,1,0,1,1,478,3.0,1,1,25,733,177.0,3
1,0,0,1,1,79,3.8,37,1,92,670,559.0,7
0,1,0,1,40,385,4.6,33,1,244,744,374.0,11
0,1,0,2,2,431,4.3,40,2,61,402,335.0,15
0,1,0,1,4,380,4.3,15,1,145,638,606.0,28
0,1,0,2,5,41,4.5,4,1,80,614,1133.0,17
0,1,0,1,1,442,3.8,102,1,82,733,57.0,3
0,1,0,1,1,428,5.0,2,1,1,878,478.79,30
1,0,0,8,40,85,3.9,9,1,244,744,779.0,7
1,0,0,1,40,58,3.2,4,1,244,744,407.0,19
0,1,0,3,3,435,5.0,2,3,1183,1036,295.0,3
0,1,0,1,1,380,3.8,42,1,83,732,155.0,7
0,1,0,1,2,486,3.8,7,1,7,648,799.0,11
0,1,0,2,6,493,4.2,20,2,25,732,372.0,14
0,1,0,1,1,385,4.2,76,1,463,732,131.0,9
0,1,0,3,19,42,4.5,16,3,1183,1036,385.0,19
0,1,0,1,1,380,4.3,42,1,71,733,113.0,10
0,1,0,1,1,493,4.9,17,1,1,732,185.0,7
0,1,0,2,5,380,4.6,101,2,94,878,98.0,4
0,1,0,1,2,385,5.0,1,1,517,702,299.0,3
1,0,0,1,65,77,4.7,20,1,71,733,79.0,13
0,1,0,1,1,486,4.7,27,1,1183,1036,203.0,5
0,1,0,1,1,559,4.0,48,1,11,733,599.0,8
1,0,0,4,32,4,5.0,3,4,1183,702,1150.0,6
0,1,0,1,1,431,4.4,8,1,325,878,259.0,4
0,1,0,1,5,431,4.7,4,1,80,614,1493.0,10
0,1,0,2,12,493,5.0,3,1,234,670,474.0,11
0,1,0,1,1,486,4.4,74,1,335,878,284.0,8
0,1,0,1,3,431,4.6,85,1,463,732,516.68,19
1,0,0,1,1,59,4.3,65,1,25,402,695.0,12
0,1,0,3,8,486,4.2,23,2,1183,878,235.0,5
0,1,0,3,3,52,5.0,1,3,1183,1036,1499.0,45
0,1,0,2,5,486,4.2,9,2,1183,1036,339.0,5
0,1,0,1,2,366,4.0,3,1,19,614,146.0,7
0,1,0,2,36,478,4.9,13,2,119,670,1331.0,34
0,1,0,2,7,431,4.6,6,2,119,670,599.0,5
0,1,0,1,4,478,4.2,4,1,47,638,712.0,4
0,1,0,1,18,493,5.0,1,1,40,733,193.0,4
0,1,0,1,1,435,4.2,70,1,517,702,139.0,5
1,0,0,2,2,59,3.8,74,2,48,733,401.0,3
1,0,0,3,12,91,3.9,7,3,1183,638,911.0,7
0,1,0,1,1,2,5.0,2,1,325,702,479.0,16
1,0,0,2,3,28,5.0,2,2,25,614,449.0,5
0,1,0,1,1,493,3.3,3,1,1183,702,219.0,6
0,1,0,1,1,442,5.0,1,1,1183,1036,498.9,8
0,1,0,1,8,478,3.7,4,1,325,878,359.0,9
0,1,0,1,6,435,4.6,6,1,463,744,517.0,18
0,1,0,1,4,428,3.9,19,1,517,702,395.0,7
0,1,0,1,1,54,4.4,9,1,19,670,309.91,4
0,1,0,1,5,334,5.0,2,1,244,744,330.0,7
0,1,0,1,10,486,4.6,16,1,66,744,1036.0,6
0,1,0,1,3,446,4.5,2,1,34,614,427.27,18
0,1,0,1,2,334,4.1,13,1,1,402,440.0,6
0,1,0,1,2,380,4.3,6,1,463,732,299.0,4
0,1,0,2,5,334,5.0,8,2,1183,1036,423.0,4
0,1,0,1,2,435,4.4,12,1,50,638,659.0,48
0,1,0,1,1,442,3.5,106,1,80,733,125.0,3
0,1,0,1,2,428,4.8,6,1,82,733,295.0,7
0,1,0,1,8,478,5.0,1,1,244,744,661.0,6
0,1,0,2,3,366,3.2,74,2,84,402,166.0,4
0,1,0,1,1,435,5.0,1,1,16,670,1607.0,10
0,1,0,1,27,334,4.8,6,1,517,702,88.0,15
0,1,0,1,1,435,4.8,21,1,61,733,481.61,25
0,1,0,3,8,559,4.1,29,3,1183,402,295.0,5
0,1,0,1,1,380,4.3,9,1,33,878,358.0,5
0,1,0,1,1,385,1.0,1,1,80,733,189.0,7
1,0,0,1,1,59,4.3,11,1,22,648,4854.39,39
0,1,0,2,11,69,4.6,3,2,1183,1036,334.0,6
0,1,0,1,4,380,4.0,1,1,1183,1036,225.0,14
0,1,0,1,1,478,4.1,76,1,10,733,228.0,13
0,1,0,1,1,366,4.2,3,1,82,402,370.66,5
1,0,0,1,1,28,4.8,28,1,6,732,610.0,7
0,1,0,1,1,428,2.8,2,1,463,732,595.0,6
0,1,0,1,1,366,4.4,146,1,80,733,248.0,7
0,1,0,1,1,6,4.0,7,1,92,638,415.0,10
0,1,0,1,1,385,4.4,62,1,3,402,328.0,34
1,0,0,1,1,79,4.0,1,1,98,733,2339.0,17
1,0,0,1,1,79,5.0,3,1,10,648,799.0,7
0,1,0,1,1,486,4.0,5,1,9,744,239.0,12
1,0,0,1,1,42,3.7,6,1,12,744,449.0,4
0,1,0,1,1,446,4.0,1,1,82,638,1084.78,15
0,1,0,1,5,380,4.3,922,1,61,732,238.0,6
0,1,0,1,33,559,4.1,31,1,325,878,218.0,12
0,0,1,1,3,21,4.2,11,1,3,733,221.0,26
0,1,0,1,2,559,4.0,1,1,2,670,410.0,12
0,1,0,1,8,559,5.0,1,1,1183,1036,538.0,7
0,1,0,2,2,442,3.8,30,2,49,702,273.0,12
0,1,0,1,1,442,1.0,1,1,88,648,348.0,9
0,0,1,1,1,1,4.7,4,1,84,878,536.0,6
0,1,0,1,3,380,5.0,3,1,1183,1036,1033.0,9
0,1,0,2,2,493,3.9,8,2,1183,1036,398.9,7
0,1,0,1,11,428,4.8,38,1,82,402,179.0,8
0,1,0,2,2,435,3.0,1,2,120,670,1686.0,46
0,1,0,1,2,478,4.9,13,1,119,670,214.0,4
0,1,0,1,3,478,4.2,4,1,244,744,205.0,10
0,1,0,2,4,60,4.1,5,2,244,744,289.0,5
0,0,1,1,26,19,3.8,22,1,40,878,359.0,6
0,1,0,1,1,486,5.0,1,1,517,702,183.0,9
0,1,0,1,1,442,3.5,63,1,52,732,239.0,7
0,1,0,1,8,486,4.7,4,1,145,670,1113.0,14
1,0,0,1,1,13,5.0,1,1,82,733,538.26,4
1,0,0,2,40,51,4.0,23,2,244,744,719.0,9
0,1,0,1,1,428,3.3,12,1,52,732,639.0,6
0,1,0,1,21,334,3.1,2,1,1183,1036,293.0,27
0,1,0,1,1,41,4.6,49,1,463,732,374.25,4
0,1,0,1,87,559,4.0,9,1,335,878,179.0,5
0,1,0,1,65,385,5.0,1,1,80,733,180.0,4
0,1,0,1,3,486,5.0,1,1,517,702,1321.0,40
0,0,1,1,1,1,3.9,30,1,52,732,311.0,19
0,1,0,1,12,446,4.5,11,1,463,732,251.0,28
0,1,0,1,3,366,4.6,3,1,76,744,360.0,11
0,1,0,1,40,334,3.8,6,1,1183,702,207.0,16
0,1,0,1,16,366,4.4,8,1,1183,1036,332.0,12
0,1,0,2,3,60,5.0,1,2,64,1036,416.0,5
0,1,0,1,1,366,4.4,42,1,2,402,490.0,8
0,0,1,1,1,1,5.0,1,1,517,702,299.0,4
0,1,0,1,2,366,4.5,13,1,40,878,457.0,22
0,0,1,3,4,11,3.8,6,3,1183,702,656.0,12
0,1,0,2,16,334,4.1,19,2,1183,1036,455.0,7
0,1,0,1,1,446,5.0,4,1,2,733,1059.0,7
0,1,0,14,14,380,5.0,1,1,119,670,598.88,16
0,1,0,1,1,428,5.0,1,1,1183,1036,142.0,8
0,1,0,1,1,478,5.0,1,1,3,648,1776.0,4
0,1,0,3,5,334,5.0,2,1,244,744,450.0,14
0,1,0,2,48,428,4.7,8,2,234,744,399.0,17
0,1,0,2,2,428,5.0,2,2,463,732,416.0,4
0,1,0,1,1,493,2.8,4,1,10,744,170.0,14
0,1,0,2,5,559,4.6,75,2,120,732,511.0,9
0,1,0,1,6,559,4.0,1,1,40,702,367.0,8
1,0,0,1,1,28,3.1,2,1,244,744,128.0,11
0,1,0,1,2,380,4.3,13,1,8,733,160.0,9
0,1,0,1,1,431,3.7,12,1,82,733,248.0,6
0,1,0,2,2,559,4.0,3,2,7,670,134.0,5
0,1,0,1,1,559,3.8,4,1,234,744,650.0,6
1,0,0,1,1,59,5.0,1,1,47,638,869.24,5
0,1,0,3,4,431,4.6,177,3,1183,1036,359.0,17
0,1,0,1,1,366,4.5,32,1,4,402,273.0,4
0,1,0,1,4,380,3.0,1,1,47,648,920.0,7
0,1,0,1,2,559,3.5,4,1,517,702,202.0,12
1,0,0,1,1,93,4.7,138,1,94,878,340.0,6
0,1,0,1,1,559,5.0,7,1,517,702,319.0,6
0,1,0,2,4,435,4.5,55,2,35,648,712.0,6
0,1,0,2,2,385,4.6,2,2,80,648,194.0,27
0,1,0,1,5,428,5.0,6,1,244,744,451.0,8
0,1,0,1,1,385,4.1,7,1,16,648,280.0,8
1,0,0,2,13,2,5.0,5,2,244,744,390.0,4
0,1,0,1,3,486,3.9,2,1,234,744,2774.0,8
0,1,0,1,1,435,4.5,2,1,517,702,120.0,5
0,1,0,1,2,2,4.0,2,1,92,638,749.16,7
0,1,0,1,2,431,4.0,1,1,18,702,448.0,9
0,1,0,1,2,380,3.9,52,1,325,878,369.0,7
0,1,0,1,7,493,4.5,2,1,335,878,169.0,8
0,1,0,1,3,431,4.0,1,1,80,614,295.0,5
0,1,0,1,1,478,4.2,164,1,94,702,98.0,3
0,1,0,1,2,559,4.5,28,1,25,732,221.0,7
0,1,0,1,39,59,3.3,23,1,335,878,311.0,4
0,1,0,1,1,334,5.0,1,1,1183,1036,399.0,20
0,1,0,1,1,478,4.1,5,1,11,402,339.0,14
0,1,0,1,1,435,5.0,5,1,88,648,478.1,6
0,1,0,1,1,559,5.0,1,1,10,402,295.0,24
0,1,0,2,2,435,4.4,97,2,14,733,427.0,6
0,1,0,1,1,493,4.4,9,1,234,744,400.44,5
0,1,0,1,2,42,4.4,19,1,335,878,474.0,7
0,1,0,2,2,59,4.0,1,2,82,614,638.0,6
0,1,0,1,1,385,5.0,1,1,21,648,750.0,5
0,1,0,1,6,428,4.3,257,1,13,732,224.0,8
0,1,0,1,1,442,4.7,207,1,84,732,336.0,6
0,1,0,1,1,366,4.5,48,1,12,402,368.0,12
0,1,0,1,6,442,4.6,3,1,325,878,559.0,3
0,1,0,1,1,52,5.0,1,1,84,614,753.0,4
0,1,0,1,1,435,5.0,1,1,463,614,374.07,6
0,1,0,2,48,366,4.4,5,2,234,744,324.0,19
0,1,0,1,1,428,3.2,3,1,18,702,674.0,6
0,1,0,3,6,493,4.2,16,3,1183,1036,352.36,6
0,1,0,3,5,431,5.0,7,5,1183,1036,256.0,3
0,1,0,2,2,380,3.9,11,2,92,733,340.0,4
0,1,0,1,12,380,5.0,3,1,82,733,1135.0,11
0,1,0,1,1,334,5.0,2,1,463,614,195.0,12
0,1,0,1,1,380,3.8,16,2,10,733,365.0,14
0,1,0,4,8,50,4.6,74,4,1183,1036,407.0,7
1,0,0,2,4,117,4.5,2,2,15,614,995.0,25
0,1,0,3,6,43,4.4,95,3,1183,732,127.0,4
0,1,0,1,2,366,4.0,1,1,517,702,224.0,3
1,0,0,2,2,85,1.5,55,2,61,732,288.0,4
0,1,0,1,1,486,4.1,11,1,43,648,441.0,5
0,1,0,1,1,366,5.0,17,1,25,614,362.0,3
0,1,0,1,1,559,4.2,64,1,80,733,359.0,22
0,1,0,1,1,435,3.0,1,1,335,878,387.0,4
0,1,0,1,4,431,4.7,4,1,335,878,134.0,5
0,1,0,2,36,478,4.9,13,2,119,744,1331.0,34
0,1,0,1,1,493,4.4,4,1,7,744,239.0,14
0,1,0,2,4,431,4.4,55,2,1183,1036,405.0,40
0,1,0,1,1,366,5.0,1,1,5,402,269.0,6
0,1,0,1,22,366,4.5,234,1,1183,1036,280.0,7
0,1,0,1,1,486,3.6,3,1,88,648,355.0,5
0,1,0,1,1,559,4.5,25,1,1183,1036,319.0,4
0,1,0,1,2,385,4.3,6,1,1,648,275.0,6
0,1,0,1,10,435,4.6,3,1,66,744,1199.0,12
0,1,0,1,5,334,5.0,1,1,23,670,440.0,24
0,1,0,3,1,366,4.7,7,1,41,648,521.0,10
1,0,0,1,1,91,5.0,3,1,463,614,3776.55,14
0,1,0,2,16,435,4.2,28,2,1183,878,336.0,6
0,1,0,1,1,442,3.9,27,1,46,638,90.0,3
0,1,0,1,2,446,4.2,17,1,25,733,402.0,11
0,1,0,1,1,493,5.0,1,1,21,614,737.0,10
0,1,0,1,5,435,4.3,13,1,47,648,410.0,5
0,1,0,1,1,428,3.6,4,1,119,670,250.0,5
0,1,0,1,6,559,4.3,9,1,24,732,200.0,7
0,1,0,1,2,431,3.2,7,1,24,648,434.0,3
0,1,0,1,61,493,5.0,1,1,8,614,1049.0,6
0,0,1,2,3,2,5.0,5,2,16,638,405.0,7
0,1,0,1,1,559,3.8,3,1,43,648,1600.0,5
0,0,1,1,3,13,4.1,9,1,46,638,232.81,14
0,1,0,2,12,559,4.0,8,2,80,670,467.0,6
0,1,0,1,1,442,3.7,14,1,98,733,90.0,3
0,1,0,1,1,493,5.0,3,1,1183,1036,350.0,16
0,1,0,1,2,435,3.9,10,1,64,648,930.0,5
0,1,0,1,1,478,4.7,56,1,244,744,229.0,9
0,1,0,2,1,385,4.1,196,1,47,648,122.0,6
0,1,0,1,3,431,4.4,6,1,1183,1036,599.0,15
0,1,0,3,1,385,4.5,2,1,88,648,491.18,3
0,1,0,1,1,446,4.4,82,1,244,744,216.0,11
0,1,0,1,21,428,4.2,19,1,335,878,205.0,25
0,1,0,1,13,559,5.0,8,1,463,614,319.0,5
1,0,0,1,1,51,3.9,3,1,9,702,610.0,6
0,1,0,1,1,478,5.0,4,1,35,648,335.0,7
0,1,0,2,7,69,4.7,4,2,8,1036,253.69,6
0,1,0,2,2,380,4.1,1558,2,119,732,181.0,7
0,1,0,2,2,493,4.5,2,2,24,402,288.44,32
0,1,0,1,3,493,4.5,4,1,66,744,922.0,8
0,1,0,1,8,366,4.4,8,1,1183,1036,446.0,24
0,1,0,1,1,428,5.0,1,1,80,614,1828.0,11
0,1,0,2,2,334,4.8,51,2,24,732,263.0,11
0,1,0,1,1,385,4.4,138,1,80,733,348.0,6
0,1,0,1,1,446,4.3,15,1,234,744,482.0,7
0,1,0,1,9,428,3.9,567,1,517,702,106.0,9
0,1,0,3,26,442,4.0,18,3,1183,878,367.0,6
0,1,0,2,3,559,4.0,22,2,463,732,435.0,4
0,1,0,1,1,57,4.3,114,1,15,878,299.0,3
0,1,0,2,2,486,4.1,6,2,1183,1036,449.35,5
0,1,0,1,1,478,4.1,22,1,1183,1036,449.0,7
1,0,0,1,1,49,4.9,19,1,463,670,1548.0,5
0,1,0,2,12,366,5.0,1,1,234,744,339.0,3
0,1,0,1,87,559,4.3,11,1,335,878,185.0,5
0,1,0,1,11,385,4.3,31,1,244,744,112.0,51
0,1,0,2,3,435,3.9,55,2,517,878,145.0,5
0,1,0,1,4,442,4.5,70,2,7,638,187.5,4
1,0,0,2,14,49,4.8,31,2,1183,1036,500.0,4
0,1,0,2,2,478,4.5,8,2,2,1036,374.0,4
0,1,0,2,6,559,4.7,10,2,92,733,480.32,16
0,1,0,2,27,431,4.4,60,2,517,702,379.0,19
0,0,1,1,32,18,3.7,74,1,1183,1036,347.0,16
0,1,0,3,34,334,4.2,37,3,1183,878,314.0,30
1,0,0,3,3,51,1.0,1,3,234,638,1227.0,5
1,0,0,1,2,51,4.1,16,1,19,638,659.0,7
0,1,0,1,4,493,4.5,2,1,71,733,177.0,4
1,0,0,1,1,91,4.2,30,1,47,638,671.0,14
0,1,0,1,3,366,4.3,7,1,517,702,338.45,9
1,0,0,1,1,28,3.0,1,1,13,638,781.0,14
0,1,0,1,1,486,1.0,1,1,47,648,1499.0,4
1,0,0,1,1,93,4.6,53,1,463,670,449.0,7
0,1,0,1,11,334,4.5,8,1,517,702,453.0,7
1,0,0,2,2,13,4.4,80,2,145,638,338.0,4
0,0,1,1,2,11,4.8,6,2,145,638,1345.0,5
0,0,1,1,2,15,4.2,5,1,1183,1036,319.0,8
0,1,0,1,2,442,4.6,15,1,92,638,917.0,10
0,1,0,1,1,385,4.6,7,1,98,733,350.0,9
0,1,0,3,3,428,5.0,1,3,1183,1036,309.0,12
0,1,0,1,1,428,4.7,5,1,28,732,311.0,4
0,1,0,1,1,380,5.0,3,1,34,614,1157.0,18
0,0,1,2,19,19,4.6,7,2,1183,1036,262.0,22
0,1,0,1,1,493,4.5,303,1,82,732,336.0,5
0,1,0,2,2,559,4.2,73,2,335,702,150.0,4
0,1,0,1,1,41,4.0,1,1,8,733,535.0,5
0,1,0,1,27,428,3.7,11,2,517,670,290.0,6
0,1,0,1,1,41,3.3,3,1,1183,1036,560.0,5
0,1,0,1,1,385,4.3,4,1,463,732,135.0,18
0,1,0,1,1,478,3.6,22,1,335,878,383.0,4
0,1,0,1,1,446,3.9,66,1,335,878,275.0,11
0,1,0,1,1,435,5.0,1,1,50,670,320.0,25
0,1,0,1,1,446,4.0,1,1,463,614,800.0,11
0,1,0,1,1,334,3.6,9,1,517,702,332.0,7
0,1,0,3,9,493,4.9,10,2,82,744,749.0,6
0,1,0,1,1,442,4.0,54,1,119,670,169.0,6
0,1,0,1,5,334,4.2,193,1,84,732,276.0,10
0,0,1,3,4,3,4.5,2,3,145,638,595.0,4
0,1,0,1,2,493,3.7,5,1,82,670,599.94,8
0,1,0,2,3,366,4.6,2,2,22,670,549.0,26
0,1,0,1,1,4,3.8,16,2,80,733,371.0,14
0,1,0,1,6,442,4.2,155,3,59,733,218.0,11
0,1,0,1,26,446,3.1,4,1,335,878,68.0,12
1,0,0,1,61,85,3.3,4,1,3,614,560.0,4
0,1,0,1,1,493,4.0,2,1,35,614,200.0,13
1,0,0,1,1,91,5.0,3,1,1183,1036,433.0,4
0,1,0,1,2,431,4.5,798,1,52,732,240.0,6
0,1,0,2,9,486,4.0,128,2,517,702,284.0,6
1,0,0,1,1,93,5.0,1,1,92,638,748.0,4
0,1,0,2,2,334,4.1,36,2,463,732,375.0,8
0,0,1,1,4,2,2.5,2,1,24,733,44.0,7
1,0,0,1,33,91,4.6,5,1,325,670,449.0,18
1,0,0,1,61,85,4.5,4,1,3,614,1279.0,10
0,1,0,1,8,442,4.4,87,1,15,702,443.0,12
0,1,0,1,5,435,5.0,2,1,517,702,719.0,6
0,1,0,1,1,478,4.5,2,1,82,402,339.0,4
0,1,0,1,1,428,4.3,49,1,84,732,210.0,5
0,1,0,1,1,366,4.0,1,1,47,648,350.0,14
0,1,0,2,48,431,5.0,5,2,234,744,334.0,19
0,1,0,1,4,493,4.4,7,3,3,733,58.0,6
0,1,0,1,1,3,3.9,3,1,463,614,449.14,9
0,1,0,2,13,446,4.3,6,2,234,638,845.0,7
0,1,0,1,1,478,3.0,1,1,7,733,319.0,14
0,1,0,2,48,486,5.0,6,2,234,670,355.0,17
1,0,0,2,2,117,4.0,2,2,1183,1036,215.0,4
0,1,0,2,3,493,4.7,90,2,335,402,296.0,4
0,1,0,1,1,486,4.2,33,1,24,732,183.0,19
0,0,1,1,1,18,4.2,9,1,49,878,311.0,39
0,1,0,1,25,366,4.1,15,1,517,702,228.0,8
0,1,0,1,1,385,5.0,1,1,335,878,89.0,10
0,1,0,2,3,442,4.0,286,2,517,702,106.0,5
0,1,0,2,10,446,4.5,18,2,25,614,374.0,6
0,0,1,1,61,2,4.7,8,1,40,733,749.25,6
1,0,0,2,3,59,4.7,5,2,119,744,696.0,3
0,1,0,1,1,478,5.0,5,1,40,733,575.0,13
0,1,0,1,1,446,3.1,2,1,517,702,942.88,9
0,1,0,1,1,559,4.2,97,1,14,732,153.0,7
0,0,1,1,15,12,5.0,2,1,1183,1036,249.0,6
0,1,0,2,2,334,4.6,161,2,517,670,154.0,6
0,1,0,1,1,42,5.0,1,1,41,648,690.0,5
0,1,0,3,6,493,4.2,16,3,1183,878,291.0,6
0,0,1,1,5,15,4.0,1,1,517,702,1919.0,7
0,1,0,1,2,334,4.6,3,1,517,702,300.0,10
0,1,0,3,7,559,4.0,2,2,1183,1036,203.0,20
0,1,0,2,15,446,5.0,1,2,1183,1036,275.0,16
0,1,0,1,25,478,2.7,3,1,517,702,319.0,3
0,1,0,2,2,431,4.6,84,2,29,1036,219.0,5
0,1,0,2,2,428,3.9,20,2,28,402,146.0,4
0,1,0,1,1,366,5.0,9,1,92,638,539.0,29
0,1,0,1,1,334,5.0,5,1,92,670,192.0,6
0,1,0,1,1,366,5.0,1,1,80,733,426.0,17
0,1,0,3,8,334,5.0,4,3,1183,1036,249.0,9
0,1,0,1,1,446,4.9,10,1,41,648,483.0,24
0,1,0,1,1,334,4.1,4,1,80,733,415.0,15
0,1,0,2,32,431,4.1,55,2,1183,1036,400.0,8
0,1,0,1,40,478,2.9,2,1,325,702,367.0,6
0,1,0,1,1,559,4.8,7,1,80,614,1064.0,8
0,1,0,1,4,334,5.0,3,1,1183,1036,468.0,12
0,1,0,1,2,442,5.0,4,1,463,732,583.0,28
0,1,0,1,1,478,4.7,3,1,120,638,1766.0,9
0,1,0,1,1,4,4.2,63,1,3,614,276.0,8
1,0,0,1,1,42,2.7,2,1,1183,1036,199.0,8
0,1,0,1,2,559,4.4,8,1,1183,1036,247.0,4
0,0,1,1,40,18,5.0,2,1,517,702,556.0,6
0,1,0,2,3,428,5.0,1,2,10,670,899.0,18
0,1,0,1,1,486,3.6,4,1,463,614,449.0,9
0,1,0,1,4,486,4.1,108,1,98,733,160.0,14
1,0,0,1,1,93,4.0,13,1,47,638,2033.0,10
0,1,0,1,1,442,4.5,2,1,92,614,720.0,24
0,1,0,1,2,559,3.9,240,1,517,702,149.0,5
0,1,0,2,2,446,4.5,2,2,325,670,375.0,20
0,1,0,1,1,385,4.0,565,1,40,733,111.0,10
0,1,0,1,5,334,4.7,4,1,517,702,414.0,7
1,0,0,1,7,85,5.0,3,1,25,744,699.0,13
0,1,0,1,27,385,3.5,10,1,517,702,336.0,3
0,1,0,1,1,380,4.8,5,1,13,733,1200.0,8
0,1,0,2,2,446,4.0,2,2,1183,1036,850.0,8
0,1,0,1,2,478,5.0,1,1,50,614,95.0,18
0,1,0,1,1,493,5.0,3,1,39,648,552.0,6
0,1,0,1,5,435,4.2,137,1,1183,1036,156.0,25
0,1,0,4,4,478,5.0,5,4,40,733,100.0,35
0,1,0,1,1,442,5.0,1,1,19,670,917.0,12
0,1,0,1,1,385,3.5,2,1,1183,1036,435.0,3
0,1,0,1,30,43,4.6,5,1,1183,1036,543.0,4
0,1,0,1,1,493,5.0,1,1,21,614,371.0,5
0,1,0,2,26,559,3.6,21,2,1183,878,299.0,5
0,0,1,1,4,9,4.6,5,1,517,702,247.0,16
1,0,0,1,2,13,5.0,2,1,234,744,2738.0,3
0,1,0,1,2,486,4.2,3,1,1183,1036,270.0,6
0,0,1,1,19,15,4.0,5,1,1183,1036,260.0,28
1,0,0,1,1,14,4.0,1,1,6,402,13244.67,23
1,0,0,1,1,13,3.8,9,1,463,614,2056.0,17
0,1,0,1,1,334,3.9,12,1,92,638,224.0,12
0,1,0,1,3,559,4.6,2,1,34,614,338.0,16
0,1,0,1,1,486,4.2,99,1,2,732,227.0,6
0,1,0,1,1,51,4.0,1,1,1183,1036,349.0,4
0,1,0,1,1,428,2.9,10,1,1,733,921.0,10
0,1,0,1,1,380,5.0,1,1,92,638,399.0,15
0,1,0,2,6,366,4.2,20,2,325,670,243.0,10
0,1,0,1,1,54,4.3,26,1,3,648,2798.0,5
1,0,0,2,2,117,3.0,1,2,6,638,682.0,10
1,0,0,1,5,77,3.4,3,1,7,744,1899.0,6
0,1,0,2,8,428,4.5,17,2,1183,1036,299.0,4
0,1,0,1,4,486,3.5,2,1,24,733,130.0,16
0,1,0,1,1,380,3.3,4,1,25,402,224.0,5
0,1,0,1,1,559,5.0,2,1,50,670,1846.0,21
0,1,0,1,1,478,4.0,37,1,335,878,311.0,5
0,1,0,1,1,442,5.0,1,1,33,878,199.0,29
0,1,0,1,1,385,4.6,3,1,43,648,625.0,5
0,1,0,1,1,385,3.0,1,1,21,648,350.0,5
0,1,0,1,15,428,4.4,403,1,33,878,235.0,12
0,1,0,1,65,2,5.0,1,1,80,733,137.0,4
0,1,0,1,2,428,4.2,38,1,25,732,243.0,7
1,0,0,1,40,49,5.0,1,1,244,744,599.0,19
0,1,0,2,2,486,5.0,1,2,82,670,999.0,7
0,1,0,2,4,442,4.0,4,2,28,733,239.0,19
0,1,0,14,14,431,5.0,1,2,119,670,836.0,11
